"age","job","marital","education","default","housing","loan","contact","label"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","no"
"50-","technician","single","secondary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"50-","admin.","married","secondary","no","no","no","cellular","no"
"60-","services","married","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","retired","married","tertiary","no","no","no","cellular","no"
"60-","technician","married","tertiary","no","no","yes","cellular","yes"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","no"
"60-","technician","divorced","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","technician","divorced","secondary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"60-","retired","divorced","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","yes","yes","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","unknown","married","secondary","no","no","no","cellular","no"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"60-","services","married","primary","no","no","no","cellular","no"
"60-","management","divorced","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","no"
"40-","management","single","secondary","no","no","no","cellular","no"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","yes","no","no","cellular","yes"
"40-","housemaid","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","divorced","tertiary","no","yes","yes","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","no"
"50-","technician","married","tertiary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","yes","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","yes","cellular","no"
"40-","technician","divorced","secondary","no","no","no","cellular","yes"
"50-","services","married","primary","no","no","no","cellular","no"
"60-","technician","divorced","secondary","no","yes","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","no"
"60-","housemaid","married","primary","no","no","no","cellular","no"
"40-","management","divorced","secondary","no","no","yes","cellular","no"
"60-","admin.","married","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","yes","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"60-","services","married","secondary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","no","cellular","no"
"60-","retired","married","primary","no","yes","no","cellular","no"
"40-","self-employed","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","no","cellular","yes"
"50-","technician","divorced","secondary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"50-","housemaid","married","primary","no","no","no","cellular","no"
"60-","entrepreneur","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"50-","housemaid","married","primary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","housemaid","married","primary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","yes","yes","telephone","no"
"50-","admin.","married","secondary","no","yes","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","unknown","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","divorced","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","no"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","entrepreneur","married","tertiary","no","no","no","cellular","no"
"40-","technician","divorced","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","yes"
"60-","self-employed","married","secondary","no","no","no","cellular","no"
"30-","technician","single","secondary","no","no","no","cellular","no"
"30-","self-employed","married","tertiary","no","no","no","cellular","no"
"50-","self-employed","married","tertiary","no","yes","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","self-employed","married","tertiary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","self-employed","married","tertiary","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"50-","technician","divorced","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","no","yes","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","services","married","secondary","no","no","no","cellular","no"
"50-","management","married","secondary","no","yes","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","technician","divorced","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","no"
"60-","retired","married","primary","no","no","no","cellular","no"
"40-","technician","divorced","secondary","no","no","no","cellular","yes"
"60-","services","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","telephone","yes"
"50-","unemployed","married","tertiary","no","no","no","cellular","no"
"60-","retired","married","primary","no","yes","yes","telephone","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","yes","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","unemployed","married","secondary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"50-","entrepreneur","married","tertiary","no","no","no","cellular","no"
"40-","entrepreneur","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","yes","cellular","yes"
"60-","unknown","married","primary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","no","yes","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","unknown","yes"
"60-","retired","married","primary","no","yes","yes","cellular","no"
"50-","technician","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","yes","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"60-","services","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"60-","management","divorced","tertiary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","management","single","tertiary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","yes"
"60-","services","married","primary","no","no","no","cellular","yes"
"40-","technician","divorced","secondary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","yes","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","technician","divorced","secondary","no","no","no","cellular","yes"
"50-","self-employed","married","tertiary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"60-","services","married","primary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"50-","housemaid","married","primary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","management","divorced","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","housemaid","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","yes","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"50-","technician","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","yes","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"30-","management","single","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"30-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","management","single","tertiary","no","no","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","housemaid","married","primary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"30-","technician","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","management","single","tertiary","no","no","no","cellular","no"
"50-","technician","divorced","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","married","secondary","no","yes","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"50-","services","married","secondary","no","no","no","telephone","no"
"60-","retired","married","primary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","yes"
"50-","management","married","secondary","no","yes","no","cellular","yes"
"60-","self-employed","married","tertiary","no","no","no","cellular","no"
"50-","technician","married","tertiary","no","no","no","cellular","no"
"40-","management","single","secondary","no","no","no","cellular","yes"
"60-","management","divorced","secondary","no","no","yes","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","yes"
"30-","technician","single","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","yes","no","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","yes","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","yes","cellular","yes"
"50-","self-employed","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"60-","admin.","divorced","secondary","no","no","no","cellular","no"
"30-","housemaid","single","tertiary","no","no","no","cellular","no"
"50-","unemployed","married","secondary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","divorced","primary","no","no","yes","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","yes"
"50-","technician","single","secondary","no","no","yes","cellular","no"
"30-","housemaid","married","secondary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","no","cellular","no"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"50-","unknown","married","secondary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","secondary","no","no","yes","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"30-","technician","single","tertiary","no","yes","no","cellular","no"
"50-","management","married","tertiary","no","yes","yes","cellular","no"
"40-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","yes","cellular","no"
"30-","management","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"60-","self-employed","married","unknown","no","no","no","cellular","no"
"50-","management","divorced","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"60-","management","divorced","secondary","no","no","no","cellular","no"
"60-","management","divorced","tertiary","no","no","no","cellular","no"
"60-","management","divorced","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","yes","yes","cellular","yes"
"50-","self-employed","married","secondary","no","no","no","cellular","yes"
"30-","management","married","tertiary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"60-","technician","divorced","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","yes","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","yes","no","cellular","no"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"60-","technician","married","secondary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","yes","cellular","yes"
"40-","entrepreneur","single","tertiary","yes","yes","yes","cellular","yes"
"40-","technician","single","tertiary","no","no","no","telephone","yes"
"60-","admin.","divorced","secondary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","no"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","yes","no","cellular","no"
"50-","management","married","tertiary","no","yes","no","cellular","no"
"60-","technician","married","secondary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"60-","admin.","married","unknown","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","yes","cellular","no"
"60-","technician","single","secondary","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","yes","no","cellular","no"
"50-","self-employed","married","secondary","no","no","no","cellular","yes"
"60-","retired","married","tertiary","no","no","no","cellular","yes"
"60-","technician","divorced","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","yes","no","cellular","no"
"60-","technician","married","secondary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","no"
"60-","services","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","no"
"60-","technician","married","secondary","no","no","no","cellular","no"
"30-","technician","single","tertiary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","yes","no","cellular","no"
"40-","management","divorced","tertiary","no","yes","no","cellular","yes"
"60-","management","single","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"60-","retired","married","primary","no","yes","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","no"
"50-","admin.","divorced","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","yes","cellular","no"
"60-","technician","divorced","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"60-","housemaid","married","primary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","no"
"40-","admin.","divorced","secondary","no","yes","yes","cellular","no"
"60-","technician","divorced","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","yes","no","cellular","yes"
"50-","entrepreneur","married","tertiary","no","no","no","telephone","yes"
"40-","technician","married","secondary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","yes","yes","cellular","no"
"30-","management","single","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","housemaid","married","primary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"50-","services","married","secondary","no","no","no","cellular","yes"
"30-","technician","married","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","telephone","yes"
"50-","entrepreneur","divorced","tertiary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","yes","yes","telephone","no"
"30-","management","single","tertiary","no","yes","no","cellular","no"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","no"
"60-","retired","divorced","secondary","yes","no","yes","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"40-","unemployed","single","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","yes","cellular","yes"
"50-","technician","single","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","yes","cellular","no"
"50-","self-employed","married","tertiary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","telephone","no"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","yes","no","cellular","no"
"60-","technician","divorced","secondary","no","yes","yes","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"60-","management","divorced","tertiary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"30-","entrepreneur","married","tertiary","no","no","yes","cellular","no"
"60-","technician","married","secondary","no","no","no","telephone","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","yes"
"60-","services","married","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","yes","yes","cellular","no"
"50-","blue-collar","married","primary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"50-","technician","single","tertiary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","yes","no","cellular","no"
"40-","entrepreneur","married","tertiary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","no"
"70-","management","married","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"50-","technician","single","tertiary","no","no","no","cellular","no"
"40-","technician","divorced","secondary","no","yes","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","yes","no","no","cellular","no"
"40-","technician","single","tertiary","no","no","no","cellular","no"
"40-","management","divorced","tertiary","no","yes","no","cellular","no"
"40-","services","married","secondary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","yes","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","no"
"50-","management","divorced","secondary","no","no","no","cellular","no"
"60-","self-employed","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"60-","services","married","secondary","no","yes","no","cellular","no"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"60-","management","divorced","tertiary","no","no","no","cellular","no"
"40-","technician","divorced","tertiary","no","no","yes","cellular","no"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","technician","married","secondary","no","yes","no","cellular","no"
"40-","technician","married","tertiary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"50-","admin.","married","secondary","no","yes","no","cellular","no"
"50-","technician","divorced","secondary","no","no","no","cellular","no"
"50-","technician","single","secondary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","no"
"50-","technician","single","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","telephone","no"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","secondary","no","no","no","cellular","no"
"40-","admin.","married","secondary","no","no","no","cellular","no"
"60-","housemaid","married","primary","no","no","no","cellular","no"
"40-","technician","divorced","secondary","no","no","no","cellular","no"
"40-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","unknown","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","yes","no","yes","cellular","no"
"40-","technician","married","secondary","no","yes","yes","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","no","no","cellular","yes"
"40-","unknown","married","secondary","no","no","no","cellular","no"
"40-","technician","divorced","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"60-","technician","married","secondary","no","yes","no","cellular","no"
"50-","self-employed","married","tertiary","no","no","no","cellular","yes"
"50-","technician","divorced","secondary","no","no","no","cellular","yes"
"30-","management","married","tertiary","no","no","no","cellular","no"
"60-","retired","married","primary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","telephone","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
